accuracy	nps
0.8481327651	interference cancellation
0.8480427181	junction temperature
0.8480401142	lower limb
0.8480092333	free space
0.8479990886	wearable sensors
0.8479846488	scene classification
0.8479688375	privacy protection
0.8479397340	cloud radio access networks
0.8479313647	situation awareness
0.8479310201	linear programming
0.8478738205	flyback converter
0.8477963505	user behavior
0.8477108087	rcs reduction
0.8476013094	flux switching
0.8475764012	transient response
0.8475160137	fpga implementation
0.8475001746	wave energy converter
0.8474592789	classification
0.8474572032	air conditioning
0.8474421782	laser induced
0.8473654947	intelligent transportation systems
0.8472554328	mobile
0.8469766722	electrical engineering
0.8469714809	electricity markets
0.8469651271	dc bus
0.8469478576	malware detection
0.8469375396	multilevel inverters
0.8468706770	power conversion
0.8468644981	cluster head selection
0.8468562114	firefly algorithm
0.8468248049	half bridge
0.8468167594	laser pulses
0.8465616070	extended abstract
0.8465015850	microwave photonic
0.8464535230	video summarization
0.8464295019	spectral clustering
0.8464014219	feedback control
0.8463291044	phase modulation
0.8463244938	dc dc
0.8462006055	failure analysis
0.8461780951	industrial robots
0.8461721849	rfid tag
0.8461466470	motion compensation
0.8461141509	virtual network embedding
0.8460970641	iot
0.8460055913	small cell networks
0.8457699390	assignment problem
0.8457049020	total variation
0.8456830496	integral sliding mode control
0.8456624701	signal reconstruction
0.8456307926	poster abstract
0.8456043333	heart failure
0.8455426123	cloud
0.8454912046	strain sensor
0.8454385450	mobile device
0.8454168855	unmanned vehicles
0.8454002676	digital predistortion
0.8452836805	resource constrained
0.8452688029	computational intelligence
0.8451722951	spiking neural networks
0.8451094120	similarity measure
0.8450316673	resonant inverter
0.8449917389	opc ua
0.8449836907	cellular automata
0.8449768804	leaky wave antenna
0.8448577731	lens antenna
0.8448306743	eeg
0.8447707998	gas sensors
0.8447275657	circuit design
0.8444621952	attribute based encryption
0.8441907264	iron loss
0.8441179334	high electron mobility transistors
0.8440394062	uncertain nonlinear systems
0.8439835117	named data networking
0.8439519579	fault isolation
0.8439091591	automated vehicles
0.8438915800	optical
0.8438302507	gaussian mixture
0.8437800412	fundus images
0.8437469913	communication
0.8435762896	pattern mining
0.8435026825	differential equations
0.8434315259	relation extraction
0.8434214607	electromagnetic band gap
0.8434006806	phase
0.8433580344	named entity recognition
0.8431683899	depth map
0.8429961684	stimulated brillouin scattering
0.8429571402	phase change
0.8429160316	single
0.8428742262	photonic crystal fibers
0.8427127722	permanent magnet machines
0.8426319098	hidden markov models
0.8426129330	high bandwidth
0.8425796333	data streams
0.8425537548	electromagnetic scattering
0.8425382835	moving object
0.8425324128	electron beam
0.8424492286	prediction
0.8423127048	grid connected inverter
0.8422782078	power density
0.8422533821	lessons learned
0.8421554328	monitoring
0.8420735059	unmanned surface vehicles
0.8420718233	critical infrastructure
0.8419203386	robot manipulators
0.8417359637	short range
0.8417236315	generation
0.8417043770	south african
0.8416974043	data aggregation
0.8416969913	transmission
0.8416969913	software
0.8416674371	quantum computing
0.8415632434	motor drives
0.8415301331	multi layer
0.8414587250	physical unclonable functions
0.8412836316	mobile networks
0.8412398052	optical properties
0.8411521171	surveillance
0.8411386771	repetition rate
0.8411228109	formal concept analysis
0.8411012809	current injection
0.8410872428	content delivery
0.8410280307	target localization
0.8409347736	linear quadratic
0.8409268386	sic
0.8408997037	ring
0.8407984992	synchronous motor
0.8407890628	motion
0.8407753835	underwater vehicles
0.8407693974	open loop
0.8407657696	power line
0.8407430482	gene expression
0.8406231787	boundary conditions
0.8405248164	sharing
0.8404751040	power losses
0.8403878761	wireless sensor
0.8403222781	air gap
0.8403123619	basis functions
0.8402452411	water quality
0.8402126349	sdn
0.8400731758	mixed signal
0.8400533806	sensor
0.8400018495	authentication
0.8399510178	resonant converter
0.8399345375	pilot contamination
0.8399200472	optimization
0.8398123257	analytic hierarchy process
0.8397390937	inertial navigation
0.8397186560	narrow band
0.8397176564	planning
0.8396150528	microstrip line
0.8396145496	semiconductor lasers
0.8395876125	distribution
0.8395632172	tuning
0.8395407611	random number generator
0.8395363578	scheme
0.8394902567	radio frequency interference
0.8394741679	enterprise architecture
0.8394138849	identification
0.8393776225	automotive
0.8393643760	experience report
0.8393464741	flying capacitor
0.8393262768	dc circuit breaker
0.8392954447	radiation
0.8392649940	functional safety
0.8392079005	location
0.8391551678	breakdown voltage
0.8390573433	blended learning
0.8390294871	image
0.8390270986	fault
0.8390078169	gradient
0.8389502240	flipped classroom
0.8389234055	successive interference cancellation
0.8389179262	frequency selective
0.8388535012	biped robot
0.8388306579	tracking
0.8388177007	multi hop
0.8386799099	signal generation
0.8386730449	optimal
0.8386167170	facial expression
0.8385990077	manufacturing
0.8385296933	state
0.8385202018	positioning
0.8385122636	core fiber
0.8384812316	frequency
0.8384622474	economic load dispatch
0.8384276669	class imbalance
0.8383778809	mri images
0.8383493815	ac microgrids
0.8383098382	deep belief networks
0.8383074181	aerial images
0.8382665183	wireless body area network
0.8382465899	security
0.8381924698	imaging
0.8381313561	fault localization
0.8380847536	noise cancellation
0.8380543073	blood vessel
0.8378922221	application
0.8378235570	stock price
0.8377051461	soil moisture
0.8377008504	nonlinear
0.8376548826	microgrid
0.8375859335	comparative study
0.8375292753	facial expressions
0.8374539789	soft
0.8373899402	gan hemts
0.8373802586	technology
0.8373483855	electric
0.8373438839	smart
0.8373257610	technical
0.8372339913	laser scanning
0.8371994947	building automation
0.8370213544	mixed
0.8370132566	process
0.8369762122	actuator
0.8369623762	convolutional codes
0.8369302388	service function chain
0.8369160630	mems resonators
0.8368643636	uwb
0.8368366684	electron
0.8367880265	event driven
0.8367169912	assessment
0.8366856380	multi view
0.8366306339	algan gan
0.8366144241	markov random fields
0.8365850153	general chair
0.8365512377	ac microgrid
0.8365198010	black phosphorus
0.8365184731	resonator
0.8364342562	feature
0.8364110145	committee members
0.8363889946	large
0.8363741313	knowledge discovery
0.8363461956	information retrieval
0.8362885723	approach
0.8362816473	radar
0.8362439244	conference chair
0.8362218907	directional coupler
0.8361318495	model
0.8360954890	modeling
0.8360470713	soft computing
0.8360392952	images
0.8360365149	crack detection
0.8360111203	fiber lasers
0.8359117964	efficiency
0.8359095205	transport
0.8359033551	lte
0.8358837650	segmentation
0.8358763626	sensor nodes
0.8358330546	blood flow
0.8358077076	mathematical model
0.8358043324	measurement
0.8357970965	heat sink
0.8357550197	ultra low
0.8357493655	vector flow imaging
0.8357183393	information technology
0.8356626435	carbon nanotubes
0.8356483740	dual
0.8356350626	radio
0.8355572606	improved
0.8355506442	architecture
0.8355203026	wind generation
0.8354910513	unit
0.8354706692	torque
0.8354382494	synchronous reluctance motor
0.8353284520	filter
0.8352520572	power converter
0.8352461130	ecg
0.8352017317	voltage profile
0.8351931679	compensation
0.8351800730	whispering gallery mode
0.8351571688	effort estimation
0.8351481241	edge
0.8350818830	localization
0.8350806579	simulation
0.8350668753	wireless
0.8350491381	polynomial chaos
0.8350067664	human machine interface
0.8350018729	risk
0.8349991981	ac
0.8349972946	formation
0.8349950715	similarity measures
0.8349861911	template matching
0.8349858253	svm classifier
0.8349811953	sar
0.8348875064	5g
0.8348572218	attack detection
0.8348478946	light scattering
0.8348470703	electromagnetic radiation
0.8348377926	triple band
0.8348064835	slow light
0.8347807935	job shop scheduling
0.8347348219	space
0.8347311870	technique
0.8346997974	silicon
0.8346574578	atrial fibrillation
0.8346574447	fuzzy
0.8345013913	rough set
0.8344984289	pv
0.8344878666	distribution grids
0.8344801549	clock synchronization
0.8344775939	output regulation
0.8343983222	scheduling
0.8343654590	flow
0.8343613967	ground
0.8343410502	liquid metal
0.8342872070	output
0.8342872070	solar
0.8342000849	calibration
0.8341949792	fixed point
0.8341738670	doppler
0.8341687677	scattering
0.8341629066	medical
0.8341203006	network
0.8341098545	high data rate
0.8340574587	numerical
0.8340270889	simulated annealing
0.8339166552	nonlinear systems
0.8339165445	solution
0.8338618210	data center networks
0.8338545194	power sharing
0.8338446203	navigation
0.8338207005	inverters
0.8337808844	electronic health records
0.8337635916	vehicle
0.8337477969	dc
0.8337343088	robot manipulator
0.8336456713	constant power loads
0.8336447078	multi
0.8335929295	virtual environments
0.8335666535	education
0.8335353229	underwater
0.8335351034	low
0.8335116125	coupling
0.8334991656	virtual network function
0.8334673886	operation
0.8334654685	key generation
0.8334035895	knowledge base
0.8333812631	synthesis
0.8333760231	detection
0.8333617115	quantum cascade lasers
0.8332689354	processing
0.8332687025	magnetic materials
0.8332664078	machine
0.8332555944	performance
0.8332292077	semi
0.8332141548	multi scale
0.8332030409	estimation
0.8331751570	drive
0.8330774696	svm
0.8330774257	trajectory
0.8330654761	speed
0.8330558938	face verification
0.8330123035	current harmonics
0.8330101857	forecasting
0.8329622134	cognitive radio network
0.8329598900	phase retrieval
0.8329338621	axial flux permanent magnet
0.8329112912	tree
0.8328780562	knowledge sharing
0.8328780380	ofdm
0.8328569995	deployment
0.8327957420	smart meter
0.8327860547	fault current limiter
0.8327672943	chaotic
0.8327647471	association rules
0.8327534662	modulation
0.8327206144	quality management
0.8327097597	electrostatic discharge
0.8326295831	missing data
0.8326278451	image recognition
0.8325711660	attack
0.8325243327	papr reduction
0.8324847572	photovoltaic generation
0.8324809965	function
0.8324605258	fully
0.8324600341	elastic
0.8324506051	reconstruction
0.8324139151	metamaterial absorber
0.8324138515	uncertain
0.8322333974	small unmanned aircraft
0.8322191571	spatio temporal
0.8322032649	packet dropouts
0.8321806276	grid tied
0.8320758086	artificial bee colony
0.8320711931	neutral point
0.8320149056	coplanar waveguide
0.8320138286	high power
0.8319994409	signal
0.8319961922	trust
0.8319760228	game
0.8319698319	cultural heritage
0.8319122247	channel
0.8318688207	recommendation
0.8318656884	compression
0.8318424439	inf rms inf
0.8318157410	synchronous reluctance machines
0.8317986457	cooperative localization
0.8317832518	acoustic
0.8317579881	cost
0.8317447078	algorithm
0.8317333639	health
0.8317326119	mission planning
0.8316651365	configuration
0.8316542803	stability analysis
0.8316497332	li ion battery
0.8316467821	congestion management
0.8316396410	partial discharges
0.8315699015	online learning
0.8315698154	privacy
0.8315628963	stackelberg game
0.8315302132	variable
0.8315285424	set
0.8314909725	uncertainty
0.8314481279	speech synthesis
0.8314247425	urban
0.8313749917	pattern
0.8313634144	moving
0.8313401558	robotic
0.8313375561	android
0.8313291839	pv systems
0.8313289391	correlation
0.8313243124	magnetic
0.8313227168	direct drive
0.8313116290	support
0.8312750128	floating point
0.8312696454	speech emotion recognition
0.8311629009	power distribution
0.8311600698	predictive control
0.8311184480	routing
0.8310937369	algorithms
0.8310744537	temperature
0.8310688225	controller design
0.8310345339	hand rehabilitation
0.8310323059	chip scale
0.8310097768	sum rate
0.8310090330	offshore wind farm
